node1 node2
147	35
147	41
147	67
147	85
147	102
147	106
147	112
147	128
147	141
147	152
147	194
147	222
147	238
147	240
147	250
147	255
147	285
147	298
147	318
147	320
147	321
147	330
147	354
147	370
161	7
161	35
161	38
161	41
161	64
161	67
161	85
161	98
161	102
161	106
161	112
161	121
161	128
161	141
161	149
161	152
161	194
161	205
161	222
161	236
161	238
161	240
161	250
161	254
161	255
161	285
161	298
161	314
161	318
161	320
161	321
161	330
161	331
161	341
161	351
161	352
161	354
161	370
163	7
163	35
163	38
163	41
163	64
163	67
163	85
163	98
163	102
163	106
163	112
163	121
163	128
163	141
163	149
163	152
163	194
163	205
163	222
163	236
163	238
163	240
163	250
163	254
163	255
163	285
163	298
163	314
163	318
163	320
163	321
163	330
163	331
163	341
163	351
163	352
163	354
163	370
174	41
174	80
174	83
174	92
174	102
174	114
174	120
174	125
174	128
174	133
174	139
174	141
174	145
174	152
174	164
174	222
174	230
174	234
174	243
174	254
174	285
174	286
174	298
174	318
174	321
174	330
174	331
174	338
174	362
174	369
174	370
175	158
185	7
185	35
185	41
185	56
185	64
185	67
185	80
185	85
185	102
185	106
185	112
185	121
185	128
185	139
185	141
185	152
185	194
185	205
185	222
185	238
185	240
185	250
185	254
185	255
185	285
185	298
185	318
185	320
185	321
185	330
185	331
185	354
185	370
198	41
198	80
198	83
198	92
198	102
198	114
198	120
198	125
198	128
198	133
198	139
198	141
198	145
198	152
198	164
198	222
198	230
198	234
198	243
198	254
198	285
198	286
198	298
198	318
198	321
198	330
198	331
198	338
198	362
198	369
198	370
202	80
202	92
202	120
202	139
202	145
202	152
202	164
202	222
202	234
202	243
202	254
202	331
202	362
203	41
203	80
203	83
203	92
203	102
203	114
203	120
203	125
203	128
203	133
203	139
203	141
203	145
203	152
203	164
203	222
203	230
203	234
203	243
203	254
203	285
203	286
203	298
203	318
203	321
203	330
203	331
203	338
203	362
203	369
203	370
217	35
217	41
217	67
217	85
217	102
217	106
217	112
217	128
217	141
217	152
217	194
217	222
217	238
217	240
217	250
217	254
217	285
217	298
217	318
217	320
217	321
217	330
217	354
217	370
218	41
218	80
218	83
218	92
218	102
218	114
218	120
218	125
218	128
218	133
218	139
218	141
218	145
218	152
218	164
218	222
218	230
218	234
218	243
218	254
218	285
218	286
218	298
218	318
218	321
218	330
218	331
218	338
218	362
218	369
218	370
219	7
219	35
219	41
219	67
219	80
219	83
219	85
219	102
219	106
219	112
219	114
219	125
219	128
219	139
219	141
219	145
219	152
219	189
219	205
219	215
219	222
219	234
219	238
219	240
219	250
219	254
219	285
219	286
219	298
219	318
219	320
219	321
219	329
219	330
219	331
219	338
219	354
219	364
219	369
219	370
231	35
231	41
231	64
231	67
231	83
231	85
231	102
231	106
231	112
231	121
231	128
231	141
231	152
231	194
231	205
231	222
231	234
231	236
231	238
231	240
231	250
231	254
231	255
231	285
231	298
231	314
231	318
231	320
231	321
231	330
231	341
231	352
231	354
231	370
257	67
257	236
257	255
257	314
257	341
257	352
264	7
264	35
264	41
264	67
264	85
264	102
264	106
264	112
264	128
264	141
264	152
264	194
264	222
264	238
264	240
264	250
264	254
264	255
264	285
264	298
264	318
264	320
264	321
264	330
264	354
264	370
284	7
284	35
284	38
284	41
284	46
284	56
284	64
284	67
284	80
284	83
284	85
284	98
284	102
284	106
284	112
284	121
284	128
284	139
284	141
284	152
284	189
284	194
284	205
284	215
284	222
284	234
284	238
284	240
284	250
284	254
284	255
284	285
284	298
284	314
284	318
284	320
284	321
284	330
284	331
284	338
284	354
284	370
286	102
286	152
286	222
312	35
312	41
312	64
312	67
312	85
312	102
312	112
312	121
312	141
312	194
312	236
312	238
312	240
312	250
312	255
312	285
312	298
312	314
312	318
312	320
312	321
312	330
312	341
312	352
312	354
312	370
313	35
313	41
313	64
313	67
313	85
313	112
313	121
313	141
313	238
313	240
313	255
313	285
313	298
313	314
313	318
313	320
313	321
313	330
313	354
313	370
333	35
333	41
333	67
333	80
333	85
333	102
333	106
333	112
333	128
333	139
333	141
333	152
333	222
333	238
333	240
333	250
333	254
333	285
333	298
333	318
333	320
333	321
333	330
333	354
333	370
360	7
360	35
360	38
360	41
360	46
360	56
360	64
360	67
360	80
360	83
360	85
360	102
360	106
360	112
360	121
360	128
360	139
360	141
360	152
360	189
360	194
360	205
360	215
360	222
360	234
360	238
360	240
360	250
360	254
360	255
360	285
360	298
360	314
360	318
360	320
360	321
360	330
360	331
360	338
360	354
360	370
